"37","        Total, billions of chained (2012) dollars5",1392407,1378891,1415718,1395795,1421789,1465890,1489793,1498173,1468673,1475940,1485511,1493955,1609177,1604457,1624563,1634474,1636095,1672557,1691556,1688558,1687805,1709290,1743752,1781130,1802234,1825761,1816977,1810849,1820051,1821765,1841106,1876471,1906891,1949104,1985053,2008187,2028456,2047677,2058299,2090138,2096720,2111495,2122159,2107982,2089352,2103850,2150119,2183144,2195787,2231196,2228183,2244053,2269954,2284636,2288990,2288042,2309655,2344741,2375931,2422258,2446138,2472533,2485829,2507898,2529697,2552969,2580920,2622941,2674250,2746365,2782179,2813849,2846970,2879103,2957793,3017390,3047208,3055293,3092624,3128861,3176039,3201247,3231673,3255269,3309552,3364013,3374769,3400882,3409315,3442693,3512860,3539728,3576905,3621015,3678871,3670069,3743308,3797826,3817670,3862181,3879866,3920168,3996414,4156598,4188126,4223471,4242563,4288981,4217773,4178544,4182320,4176733,4170450,4363361,4299932,4333546,4385876,4410786,4445200,4473403,4483456,4525596,4588483,4676190,4712855,4762737,4799780,4831355,4889815,4845606,4867617,4876192,4893069,4850055,4904532,4972057,4965100,4970894,5078088,5083669,5095938,5126682,5151281,5167460,5216222,5252373,5331188,5449929,5558792,5651123,5725728,5772469,5757403,5869535,5851143,5913044,5990800,6067419,6106100,6115403,6171748,6113987,6223426,6307349,6399868,6465760,6528255,6589847,6664872,6645224,6689365,6745986,6797794,6845103,6842681,6784328,6801283,6851042,6879012,6936200,7075791,7145957,7179108,7211805,7238787,7261182,7267508,7318014,7366339,7440527,7483917,7591307,7656201,7677910,7748260,7793543,7867340,7939476,8003765,8046395,8123032,8195020,8291452,8413567,8590692,8708815,8796547,8866183,8946329,8966479,9027647,9163237,9338676,9441947,9551586,9585722,9672587,9655692,9878479,9753641,9973508,10041029,10032274,10091837,10115570,10238864,10411870,10439301,10487376,10607550,10676805,10811658,10684904,10786406,10818290,10956865,11169897,11197131,11226168,11374288,11471151,11500463,11510690,11518495,11550477,11761847,11514726,11614991,11565183,11689457,11557278,11554424,11619417,11810851,11894899,11961584,12083404,12057055,12109656,12147352,12374701,12487227,12397867,12741233,12231281,12322412,12375906,12424772,12597900,12769281,12918331,13089077,13283425,13321426,13413709,13490526,13594205,13585172,13649791,13734789,13880694,14030076,14125383,14205792,14386662,14513581,14632602,14732311,14853501,14817825,14895447,14964529,15060287,16626541,15850765,15433827
"","        Per capita:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","            Current dollars",1191,1184,1233,1240,1272,1319,1356,1353,1310,1303,1299,1299,1391,1388,1429,1457,1499,1538,1551,1561,1561,1574,1609,1639,1658,1676,1670,1663,1673,1666,1670,1692,1718,1751,1782,1799,1817,1839,1858,1888,1903,1920,1937,1925,1925,1934,1970,1990,2006,2039,2040,2057,2071,2083,2084,2084,2101,2124,2151,2186,2209,2233,2242,2260,2279,2296,2323,2361,2411,2474,2505,2533,2564,2599,2671,2724,2765,2788,2835,2882,2926,2956,3004,3043,3120,3196,3231,3283,3316,3384,3485,3542,3612,3686,3768,3795,3895,3985,4033,4092,4144,4202,4310,4507,4587,4704,4800,4940,4992,5075,5203,5314,5394,5698,5704,5830,5953,6024,6148,6268,6380,6535,6706,6912,7063,7266,7430,7598,7815,7936,8145,8331,8587,8696,8972,9296,9504,9653,9997,10134,10265,10403,10591,10714,10882,11035,11320,11622,11960,12252,12479,12628,12720,13045,13072,13270,13513,13643,13768,13839,14071,14044,14394,14678,14981,15271,15568,15834,16166,16299,16459,16684,17018,17238,17390,17408,17489,17656,17785,18001,18424,18668,18805,18957,19085,19214,19249,19432,19578,19827,20021,20342,20561,20680,20888,21038,21302,21579,21776,21971,22220,22409,22657,22991,23417,23716,23954,24134,24354,24475,24694,25138,25767,26105,26500,26671,27033,27049,27618,27216,27820,28159,28201,28430,28638,28930,29527,29670,29995,30480,30757,31333,31077,31493,31843,32421,33147,33420,33661,33961,34497,34788,34925,35203,35519,36462,35978,35663,35225,35690,35449,35631,35882,36449,36701,37057,37701,37928,38203,38380,39304,39693,39446,40689,39143,39404,39659,39900,40579,41259,41770,42184,42561,42824,43147,43276,43573,43734,44038,44438,45093,45616,46038,46532,47385,48013,48526,48966,49390,49528,49890,50244,50674,55656,53461,52174
"39","            Chained (2012) dollars",9727,9590,9801,9618,9758,10021,10140,10150,9906,9916,9938,9949,10672,10603,10690,10707,10673,10868,10941,10870,10821,10916,11088,11274,11365,11471,11364,11273,11282,11247,11314,11475,11613,11822,11986,12067,12139,12204,12210,12337,12321,12357,12364,12226,12073,12110,12323,12455,12473,12625,12554,12588,12659,12664,12625,12570,12646,12789,12905,13101,13183,13279,13298,13363,13434,13514,13610,13779,14005,14337,14471,14584,14716,14841,15196,15452,15566,15566,15708,15844,16043,16131,16239,16311,16548,16782,16790,16875,16882,17008,17306,17387,17526,17688,17909,17805,18104,18315,18354,18511,18551,18700,19014,19724,19831,19954,19994,20164,19788,19562,19530,19454,19385,20233,19880,19984,20182,20254,20359,20434,20433,20575,20803,21140,21256,21427,21530,21609,21815,21561,21594,21565,21579,21329,21505,21742,21667,21643,22050,22016,22023,22107,22156,22171,22335,22443,22724,23176,23594,23937,24194,24333,24224,24644,24503,24701,24976,25242,25341,25318,25502,25210,25598,25879,26207,26421,26607,26792,27042,26902,27006,27161,27307,27412,27306,26977,26962,27072,27086,27218,27685,27866,27892,27923,27945,27946,27875,27980,28089,28289,28362,28681,28849,28849,29020,29100,29302,29487,29630,29692,29896,30075,30328,30679,31245,31588,31807,31962,32169,32154,32270,32657,33198,33482,33779,33810,34038,33899,34591,34067,34759,34916,34798,34919,34928,35276,35783,35792,35887,36219,36365,36733,36225,36491,36506,36881,37516,37523,37523,37921,38160,38172,38107,38036,38058,38670,37765,38005,37766,38093,37576,37480,37615,38166,38363,38502,38831,38684,38777,38823,39487,39782,39422,40437,38763,38993,39087,39165,39646,40119,40506,40960,41503,41554,41761,41918,42172,42076,42198,42385,42776,43176,43399,43581,44087,44424,44725,44970,45296,45139,45312,45459,45702,50399,47979,46654
"40","    Population (midperiod, thousands)",143143,143790,144449,145122,145709,146289,146921,147607,148254,148847,149485,150167,150786,151319,151973,152658,153291,153902,154610,155344,155976,156587,157267,157986,158574,159160,159889,160639,161328,161983,162731,163524,164204,164864,165612,166419,167109,167788,168573,169416,170172,170869,171638,172417,173064,173729,174483,175288,176045,176727,177481,178268,179319,180401,181301,182019,182634,183337,184103,184894,185553,186203,186926,187680,188299,188906,189631,190362,190954,191560,192256,192938,193467,193994,194647,195279,195763,196277,196877,197481,197967,198455,199012,199572,199995,200452,200997,201538,201955,202419,202986,203584,204086,204721,205419,206130,206763,207362,208000,208642,209142,209637,210181,210737,211192,211663,212191,212708,213144,213602,214147,214700,215135,215652,216289,216848,217314,217776,218338,218917,219427,219956,220573,221201,221719,222281,222933,223583,224152,224737,225418,226117,226754,227389,228070,228689,229155,229674,230301,230903,231395,231906,232498,233074,233546,234028,234603,235153,235605,236082,236657,237232,237673,238176,238789,239387,239861,240368,240962,241539,242009,242520,243120,243721,244208,244716,245354,245966,246460,247017,247698,248374,248936,249711,250595,251482,252258,253063,253965,254835,255585,256439,257386,258277,259039,259826,260714,261547,262250,263020,263870,264678,265388,266142,267000,267820,268487,269251,270128,270991,271709,272487,273391,274246,274950,275703,276564,277400,278103,278864,279751,280592,281304,282002,282769,283518,284169,284838,285584,286311,286935,287574,288303,289007,289609,290253,290974,291669,292237,292875,293603,294334,294957,295588,296340,297086,297736,298408,299180,299946,300609,301284,302062,302829,303494,304160,304902,305616,306237,306866,307573,308285,308901,309460,310062,310675,311176,311684,312293,312887,313385,313888,314488,315085,315539,316020,316626,317244,317760,318287,318921,319557,320058,320578,321205,321831,322354,322871,323473,324048,324496,324948,325475,325963,326325,326703,327167,327602,327923,328270,328730,329186,329529,329898,330368,330815
"","    Percent change from preceding period:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","        Disposable personal income, current dollars","---",-0.7,19.6,4.3,12.5,17.8,13.4,1.0,-10.5,-0.5,0.2,1.9,33.6,0.7,14.2,10.0,13.9,12.8,5.2,4.7,1.5,5.1,11.2,9.6,6.4,6.0,0.2,0.4,4.1,-0.2,2.9,7.5,8.0,9.6,9.3,5.9,5.8,6.7,6.1,8.9,5.0,5.5,5.4,-0.6,1.4,3.6,9.4,6.1,5.2,8.4,1.9,5.1,5.3,4.8,2.3,1.6,4.6,6.2,7.0,8.5,5.8,5.9,3.3,4.9,4.7,4.4,6.5,8.3,10.1,12.2,6.7,6.0,6.1,6.7,13.1,9.6,7.3,4.4,8.2,8.0,7.4,5.2,7.8,6.5,11.4,11.2,5.5,7.8,5.0,9.4,13.8,7.9,9.2,9.8,10.7,4.3,12.4,10.9,6.2,7.4,6.2,6.6,11.9,20.9,8.2,11.6,9.5,13.3,5.2,7.7,11.6,9.9,7.0,25.8,1.6,10.3,9.6,5.8,9.6,9.2,8.4,11.1,12.2,14.1,10.1,13.1,10.6,10.6,13.1,7.4,12.3,10.8,14.1,6.3,14.7,16.5,10.2,7.4,16.3,6.7,6.2,6.4,8.5,5.8,7.3,6.6,11.8,12.1,13.0,11.0,8.7,5.9,3.7,11.6,1.9,7.2,8.4,4.8,4.8,3.1,7.7,0.1,11.5,9.2,9.4,8.9,9.1,8.1,9.5,4.3,5.1,6.7,9.2,6.6,5.0,1.8,3.1,5.2,4.4,6.4,11.0,6.8,4.5,4.7,3.9,4.0,2.1,5.2,4.1,6.4,5.3,7.9,5.5,3.5,5.4,4.2,6.2,6.5,5.1,5.0,5.7,4.6,5.9,7.4,8.7,6.4,5.4,4.3,4.7,3.1,5.0,8.7,11.5,6.4,7.3,3.7,6.5,1.2,9.8,-4.7,10.1,5.9,1.6,4.3,3.8,5.1,9.6,2.9,5.3,7.6,4.7,8.8,-2.4,6.4,5.6,8.6,10.2,4.3,4.0,4.7,7.4,4.3,2.6,4.3,4.6,12.0,-4.3,-2.5,-4.0,6.3,-1.8,3.0,3.7,7.2,3.6,4.8,7.8,3.1,3.7,2.6,10.7,4.7,-1.7,14.1,-13.9,3.3,3.4,3.3,7.7,7.6,5.9,4.9,4.3,3.2,3.9,2.0,3.4,2.1,3.6,4.4,6.6,5.3,4.4,5.0,8.0,5.9,4.9,4.2,3.9,1.5,3.5,3.4,3.9,46.2,-14.4,-8.8
"42","        Disposable personal income, chained (2012) dollars","---",-3.8,11.1,-5.5,7.7,13.0,6.7,2.3,-7.6,2.0,2.6,2.3,34.6,-1.2,5.1,2.5,0.4,9.2,4.6,-0.7,-0.2,5.2,8.3,8.9,4.8,5.3,-1.9,-1.3,2.0,0.4,4.3,7.9,6.6,9.2,7.6,4.7,4.1,3.8,2.1,6.3,1.3,2.8,2.0,-2.6,-3.5,2.8,9.1,6.3,2.3,6.6,-0.5,2.9,4.7,2.6,0.8,-0.2,3.8,6.2,5.4,8.0,4.0,4.4,2.2,3.6,3.5,3.7,4.5,6.7,8.1,11.2,5.3,4.6,4.8,4.6,11.4,8.3,4.0,1.1,5.0,4.8,6.2,3.2,3.9,3.0,6.8,6.7,1.3,3.1,1.0,4.0,8.4,3.1,4.3,5.0,6.5,-1.0,8.2,6.0,2.1,4.7,1.8,4.2,8.0,17.0,3.1,3.4,1.8,4.4,-6.5,-3.7,0.4,-0.5,-0.6,19.8,-5.7,3.2,4.9,2.3,3.2,2.6,0.9,3.8,5.7,7.9,3.2,4.3,3.1,2.7,4.9,-3.6,1.8,0.7,1.4,-3.5,4.6,5.6,-0.6,0.5,8.9,0.4,1.0,2.4,1.9,1.3,3.8,2.8,6.1,9.2,8.2,6.8,5.4,3.3,-1.0,8.0,-1.2,4.3,5.4,5.2,2.6,0.6,3.7,-3.7,7.4,5.5,6.0,4.2,3.9,3.8,4.6,-1.2,2.7,3.4,3.1,2.8,-0.1,-3.4,1.0,3.0,1.6,3.4,8.3,4.0,1.9,1.8,1.5,1.2,0.3,2.8,2.7,4.1,2.4,5.9,3.5,1.1,3.7,2.4,3.8,3.7,3.3,2.1,3.9,3.6,4.8,6.0,8.7,5.6,4.1,3.2,3.7,0.9,2.8,6.1,7.9,4.5,4.7,1.4,3.7,-0.7,9.6,-5.0,9.3,2.7,-0.3,2.4,0.9,5.0,6.9,1.1,1.9,4.7,2.6,5.1,-4.6,3.9,1.2,5.2,8.0,1.0,1.0,5.4,3.5,1.0,0.4,0.3,1.1,7.5,-8.1,3.5,-1.7,4.4,-4.4,-0.1,2.3,6.8,2.9,2.3,4.1,-0.9,1.8,1.3,7.7,3.7,-2.8,11.5,-15.1,3.0,1.7,1.6,5.7,5.6,4.8,5.4,6.1,1.1,2.8,2.3,3.1,-0.3,1.9,2.5,4.3,4.4,2.7,2.3,5.2,3.6,3.3,2.8,3.3,-1.0,2.1,1.9,2.6,48.6,-17.4,-10.1
"Legend / Footnotes:"
"1. Includes actual employer contributions and actuarially imputed employer contributions to reflect benefits accrued by defined benefit pension plan participants through service to employers in the current period."
"2. Social security benefits include old-age, survivors, and disability insurance benefits that are distributed from the federal old-age and survivors insurance trust fund and the disability insurance trust fund."
"3. Medicare benefits include hospital and supplementary medical insurance benefits that are distributed from the federal hospital insurance trust fund and the supplementary medical insurance trust fund."
"4. Consists of nonmortgage interest paid by households.  Note that mortgage interest paid by households is an expense item in the calculation of rental income of persons."
"5. The current-dollar measure is deflated by the implicit price deflator for personal consumption expenditures."
